,destination_state,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,number_of_people
19857,Vermont,2011,621354,537304,60719,20463,2868,Pennsylvania,389
19858,Virginia,2011,7996552,6789620,889751,257130,60051,Pennsylvania,12009
19859,Washington,2011,6748474,5565069,919925,208507,54973,Pennsylvania,2296
19860,West Virginia,2011,1836614,1609110,172262,50068,5174,Pennsylvania,4205
19861,Wisconsin,2011,5647213,4846550,675623,109439,15601,Pennsylvania,1294
19862,Wyoming,2011,561389,462808,66648,30651,1282,Pennsylvania,284
19863,Puerto Rico,2011,3669195,3403602,238263,22649,4681,Pennsylvania,1978
19864,Alabama,2012,4764428,4054260,590326,104600,15242,Pennsylvania,1837
19865,Alaska,2012,721186,592551,90613,33415,4607,Pennsylvania,255
19866,Arizona,2012,6468907,5242674,953789,232457,39987,Pennsylvania,4280
19867,Arkansas,2012,2912680,2453347,373046,76948,9339,Pennsylvania,516
19868,California,2012,37572738,31777868,5046618,493641,254611,Pennsylvania,10466
19869,Colorado,2012,5123944,4131357,751921,205060,35606,Pennsylvania,3950
19870,Connecticut,2012,3555319,3114940,334918,80311,25150,Pennsylvania,2214
19871,Delaware,2012,906576,782216,86003,34757,3600,Pennsylvania,6828
19872,District of Columbia ,2012,624847,500267,61992,53830,8758,Pennsylvania,1494
19873,Florida,2012,19114620,16032617,2380288,537148,164567,Pennsylvania,25659
19874,Georgia,2012,9796547,8231384,1236302,277466,51395,Pennsylvania,9076
19875,Hawaii,2012,1374852,1164145,134827,55145,20735,Pennsylvania,1087
19876,Idaho,2012,1573036,1296975,210151,59283,6627,Pennsylvania,169
19877,Illinois,2012,12725119,11009321,1441191,208755,65852,Pennsylvania,4588
19878,Indiana,2012,6457067,5493090,805228,134137,24612,Pennsylvania,2419
19879,Iowa,2012,3035469,2585979,362938,75760,10792,Pennsylvania,451
19880,Kansas,2012,2848708,2361899,381695,88284,16830,Pennsylvania,918
19881,Kentucky,2012,4328626,3676472,521511,112787,17856,Pennsylvania,2226
19882,Louisiana,2012,4545914,3912023,528406,91215,14270,Pennsylvania,1239
19883,Maine,2012,1315586,1132344,151438,27523,4281,Pennsylvania,976
19884,Maryland,2012,5816472,5068457,549973,154983,43059,Pennsylvania,15485
19885,Massachusetts,2012,6580641,5752166,626380,142577,59518,Pennsylvania,8236
19886,Michigan,2012,9778980,8330990,1268105,133981,45904,Pennsylvania,2739
19887,Minnesota,2012,5315228,4536303,653012,101042,24871,Pennsylvania,1106
19888,Mississippi,2012,2947696,2529377,339807,73500,5012,Pennsylvania,613
19889,Missouri,2012,5951913,4965459,801093,162930,22431,Pennsylvania,1535
19890,Montana,2012,995544,829489,126463,37690,1902,Pennsylvania,457
19891,Nebraska,2012,1829420,1540361,237937,43266,7856,Pennsylvania,702
19892,Nevada,2012,2725280,2105070,481496,124285,14429,Pennsylvania,1601
19893,New Hampshire,2012,1309203,1127376,125118,50484,6225,Pennsylvania,890
19894,New Jersey,2012,8772744,7929570,655465,130223,57486,Pennsylvania,23597
19895,New Mexico,2012,2060595,1769341,226243,54693,10318,Pennsylvania,822
19896,New York,2012,19352153,17202134,1723117,270053,156849,Pennsylvania,22895
19897,North Carolina,2012,9640490,8167830,1149080,273149,50431,Pennsylvania,12179
19898,North Dakota,2012,689838,563978,84294,38213,3353,Pennsylvania,114
19899,Ohio,2012,11414635,9735390,1440815,196391,42039,Pennsylvania,14147
19900,Oklahoma,2012,3762311,3107367,531347,108972,14625,Pennsylvania,494
19901,Oregon,2012,3857465,3158450,560673,118925,19417,Pennsylvania,904
19902,Pennsylvania,2012,12630082,11107110,1252378,215500,55094,Pennsylvania,0
19903,Rhode Island,2012,1040527,899551,101165,33446,6365,Pennsylvania,735
19904,South Carolina,2012,4668886,3929626,564350,156705,18205,Pennsylvania,6497
19905,South Dakota,2012,821669,676014,115606,26051,3998,Pennsylvania,515
19906,Tennessee,2012,6378278,5396833,783077,177098,21270,Pennsylvania,3329
19907,Texas,2012,25711791,21354247,3656070,507752,193722,Pennsylvania,10449
19908,Utah,2012,2805440,2324019,373980,87870,19571,Pennsylvania,944
19909,Vermont,2012,620224,532237,61242,24431,2314,Pennsylvania,935
19910,Virginia,2012,8085389,6857430,915242,250653,62064,Pennsylvania,14190
19911,Washington,2012,6815763,5648199,904695,215494,47375,Pennsylvania,3397
19912,West Virginia,2012,1837518,1613322,174112,47125,2959,Pennsylvania,5208
19913,Wisconsin,2012,5660677,4849945,693737,99192,17803,Pennsylvania,1563
19914,Wyoming,2012,569734,459226,77324,31149,2035,Pennsylvania,230
19915,Puerto Rico,2012,3628402,3366593,238042,20044,3723,Pennsylvania,2313
19916,Alabama,2013,4781296,4067683,594583,104102,14928,Pennsylvania,1488
19917,Alaska,2013,725193,583799,99953,34360,7081,Pennsylvania,1074
19918,Arizona,2013,6543362,5321158,941347,236146,44711,Pennsylvania,5726
19919,Arkansas,2013,2923642,2475807,367837,70621,9377,Pennsylvania,244
19920,California,2013,37873189,32197933,4898331,485477,291448,Pennsylvania,11426
19921,Colorado,2013,5206012,4186643,778520,206543,34306,Pennsylvania,3773
19922,Connecticut,2013,3562959,3127421,325895,88351,21292,Pennsylvania,6571
19923,Delaware,2013,914025,791278,81363,36790,4594,Pennsylvania,10778
19924,District of Columbia ,2013,636535,509958,68917,46571,11089,Pennsylvania,2177
19925,Florida,2013,19345059,16199361,2442119,529406,174173,Pennsylvania,28771
19926,Georgia,2013,9870319,8256209,1279601,278972,55537,Pennsylvania,6298
19927,Hawaii,2013,1387361,1177733,135860,58083,15685,Pennsylvania,484
19928,Idaho,2013,1592596,1317235,205418,61592,8351,Pennsylvania,416
19929,Illinois,2013,12740816,11036387,1411859,223605,68965,Pennsylvania,6935
19930,Indiana,2013,6492306,5499346,835689,133508,23763,Pennsylvania,1922
19931,Iowa,2013,3053635,2585189,380270,75650,12526,Pennsylvania,1073
19932,Kansas,2013,2854869,2386028,363906,89735,15200,Pennsylvania,570
19933,Kentucky,2013,4345186,3665604,558412,103207,17963,Pennsylvania,1312
19934,Louisiana,2013,4568320,3941211,519010,91889,16210,Pennsylvania,698
19935,Maine,2013,1315753,1128262,146334,36780,4377,Pennsylvania,3165
19936,Maryland,2013,5857213,5078020,572131,161525,45537,Pennsylvania,12752
19937,Massachusetts,2013,6619999,5724592,700613,135150,59644,Pennsylvania,4759
19938,Michigan,2013,9784094,8296283,1294706,144091,49014,Pennsylvania,4154
19939,Minnesota,2013,5353441,4585137,636274,104825,27205,Pennsylvania,1148
19940,Mississippi,2013,2957797,2531410,350982,68588,6817,Pennsylvania,922
19941,Missouri,2013,5973448,5015609,779132,159936,18771,Pennsylvania,3297
19942,Montana,2013,1003013,827494,130187,40035,5297,Pennsylvania,789
19943,Nebraska,2013,1842900,1546788,241707,45854,8551,Pennsylvania,175
19944,Nevada,2013,2757365,2166730,447480,126583,16572,Pennsylvania,1833
19945,New Hampshire,2013,1310978,1128583,131200,44867,6328,Pennsylvania,489
19946,New Jersey,2013,8803679,7941559,667248,136907,57965,Pennsylvania,19547
19947,New Mexico,2013,2059689,1764969,224508,56808,13404,Pennsylvania,491
19948,New York,2013,19431954,17297785,1715158,272066,146945,Pennsylvania,24243
19949,North Carolina,2013,9737365,8233641,1176351,275922,51451,Pennsylvania,13268
19950,North Dakota,2013,714804,593677,78944,38908,3275,Pennsylvania,0
19951,Ohio,2013,11439593,9748676,1458505,185749,46663,Pennsylvania,11772
19952,Oklahoma,2013,3801521,3131192,545546,109255,15528,Pennsylvania,1572
19953,Oregon,2013,3888216,3154813,571472,143841,18090,Pennsylvania,1456
19954,Pennsylvania,2013,12639493,11113742,1240573,224280,60898,Pennsylvania,0
19955,Rhode Island,2013,1040986,905093,94129,34108,7656,Pennsylvania,2178
19956,South Carolina,2013,4720602,4000306,537062,166047,17187,Pennsylvania,8892
19957,South Dakota,2013,832703,691659,108713,30042,2289,Pennsylvania,326
19958,Tennessee,2013,6419226,5429144,779329,186525,24228,Pennsylvania,3508
19959,Texas,2013,26087349,21658382,3695565,548034,185368,Pennsylvania,10205
19960,Utah,2013,2854667,2361079,377528,97869,18191,Pennsylvania,885
19961,Vermont,2013,621256,542002,53684,23180,2390,Pennsylvania,818
19962,Virginia,2013,8163664,6874626,962359,266348,60331,Pennsylvania,13613
19963,Washington,2013,6888552,5700703,927367,208215,52267,Pennsylvania,2266
19964,West Virginia,2013,1837863,1621269,161679,51957,2958,Pennsylvania,5216
19965,Wisconsin,2013,5681024,4872672,688588,100846,18918,Pennsylvania,1384
19966,Wyoming,2013,575933,469511,76905,27584,1933,Pennsylvania,436
19967,Puerto Rico,2013,3579220,3329074,221047,24652,4447,Pennsylvania,3335
19968,Alabama,2014,4791931,4081522,589211,107919,13279,Pennsylvania,1444
19969,Alaska,2014,725206,585916,97358,37842,4090,Pennsylvania,567
19970,Arizona,2014,6651964,5431241,922129,249730,48864,Pennsylvania,4292
19971,Arkansas,2014,2931123,2464189,383087,74741,9106,Pennsylvania,816
19972,California,2014,38340324,32849251,4659084,513968,318021,Pennsylvania,14858
19973,Colorado,2014,5293943,4263998,777699,218728,33518,Pennsylvania,4244
19974,Connecticut,2014,3558915,3111779,334207,82746,30183,Pennsylvania,3872
19975,Delaware,2014,924770,810905,77246,32166,4453,Pennsylvania,5670
19976,District of Columbia ,2014,648586,513634,67286,56234,11432,Pennsylvania,2311
19977,Florida,2014,19683763,16504838,2436619,546501,195805,Pennsylvania,28841
19978,Georgia,2014,9970167,8406436,1238139,274095,51497,Pennsylvania,7914
19979,Hawaii,2014,1401004,1198766,131974,58144,12120,Pennsylvania,682
19980,Idaho,2014,1613068,1335689,207055,64633,5691,Pennsylvania,359
19981,Illinois,2014,12730206,11021611,1430902,209536,68157,Pennsylvania,6053
19982,Indiana,2014,6516181,5540754,810518,139846,25063,Pennsylvania,2000
19983,Iowa,2014,3067872,2594781,379518,79194,14379,Pennsylvania,2240
19984,Kansas,2014,2866584,2378716,376239,96467,15162,Pennsylvania,606
19985,Kentucky,2014,4357819,3663490,575429,104975,13925,Pennsylvania,1952
19986,Louisiana,2014,4593505,3970442,511702,97814,13547,Pennsylvania,585
19987,Maine,2014,1317638,1138397,134611,39065,5565,Pennsylvania,2269
19988,Maryland,2014,5911235,5091903,615601,156787,46944,Pennsylvania,13633
19989,Massachusetts,2014,6674907,5784744,672510,146622,71031,Pennsylvania,7067
19990,Michigan,2014,9795659,8336037,1261495,149991,48136,Pennsylvania,3731
19991,Minnesota,2014,5385219,4612655,635880,106783,29901,Pennsylvania,1665
19992,Mississippi,2014,2957658,2554296,321236,73927,8199,Pennsylvania,946
19993,Missouri,2014,5992195,5042396,776519,153320,19960,Pennsylvania,2162
19994,Montana,2014,1012169,845142,126508,37561,2958,Pennsylvania,527
19995,Nebraska,2014,1855356,1541744,252232,52200,9180,Pennsylvania,1066
19996,Nevada,2014,2806170,2235861,426512,130390,13407,Pennsylvania,2745
19997,New Hampshire,2014,1314735,1134514,133298,41393,5530,Pennsylvania,1531
19998,New Jersey,2014,8840346,7961796,686056,128911,63583,Pennsylvania,18958
19999,New Mexico,2014,2060189,1770053,212456,68917,8763,Pennsylvania,942
20000,New York,2014,19528220,17418181,1693064,258571,158404,Pennsylvania,21930
20001,North Carolina,2014,9832152,8332705,1166928,286533,45986,Pennsylvania,10594
20002,North Dakota,2014,729874,602508,85084,39059,3223,Pennsylvania,1185
20003,Ohio,2014,11464891,9742065,1484132,196742,41952,Pennsylvania,18580
20004,Oklahoma,2014,3827288,3148699,550149,111346,17094,Pennsylvania,1407
20005,Oregon,2014,3927857,3196441,571056,137008,23352,Pennsylvania,1972
20006,Pennsylvania,2014,12645888,11103966,1241534,232889,67499,Pennsylvania,0
20007,Rhode Island,2014,1045791,906936,98869,32621,7365,Pennsylvania,1245
20008,South Carolina,2014,4780659,4046123,542930,171969,19637,Pennsylvania,7637
20009,South Dakota,2014,842076,701352,109496,28198,3030,Pennsylvania,36
20010,Tennessee,2014,6471445,5465071,796577,182130,27667,Pennsylvania,2555
20011,Texas,2014,26588600,22151594,3681042,538572,217392,Pennsylvania,12193
20012,Utah,2014,2894001,2407608,374578,90234,21581,Pennsylvania,1110
20013,Vermont,2014,620898,536915,59850,22635,1498,Pennsylvania,1180
20014,Virginia,2014,8224054,6891144,995822,262477,74611,Pennsylvania,14296
20015,Washington,2014,6979369,5757065,934922,220259,67123,Pennsylvania,3117
20016,West Virginia,2014,1831414,1617510,162340,47957,3607,Pennsylvania,4834
20017,Wisconsin,2014,5692727,4868506,688104,117831,18286,Pennsylvania,1416
20018,Wyoming,2014,577782,475740,74601,25992,1449,Pennsylvania,9
20019,Puerto Rico,2014,3511186,3251389,237197,19771,2829,Pennsylvania,3133
20020,Alabama,2015,4801599,4113945,561019,114876,11759,Pennsylvania,2690
20021,Alaska,2015,727862,582909,105769,34696,4488,Pennsylvania,263
20022,Arizona,2015,6747595,5536087,910911,253281,47316,Pennsylvania,3910
20023,Arkansas,2015,2938341,2440359,407352,81594,9036,Pennsylvania,358
20024,California,2015,38675135,33446324,4377667,514477,336667,Pennsylvania,13595
20025,Colorado,2015,5393067,4404058,728077,227445,33487,Pennsylvania,4870
20026,Connecticut,2015,3554844,3109580,340126,76997,28141,Pennsylvania,2348
20027,Delaware,2015,935813,800701,86009,44495,4608,Pennsylvania,13965
20028,District of Columbia ,2015,663006,525024,67188,59905,10889,Pennsylvania,1999
20029,Florida,2015,20068392,16832374,2438828,584938,212252,Pennsylvania,28826
20030,Georgia,2015,10088525,8489689,1259007,283325,56504,Pennsylvania,6493
20031,Hawaii,2015,1414355,1206066,136796,53742,17751,Pennsylvania,981
20032,Idaho,2015,1635366,1333758,218791,73809,9008,Pennsylvania,217
20033,Illinois,2015,12706393,11029917,1399829,209828,66819,Pennsylvania,4810
20034,Indiana,2015,6540691,5527512,843210,147529,22440,Pennsylvania,2827
20035,Iowa,2015,3081446,2598298,386465,85937,10746,Pennsylvania,154
20036,Kansas,2015,2875640,2405677,360715,91340,17908,Pennsylvania,1412
20037,Kentucky,2015,4373403,3706705,543811,106918,15969,Pennsylvania,3135
20038,Louisiana,2015,4612024,4007364,496223,93321,15116,Pennsylvania,1831
20039,Maine,2015,1317444,1127394,156271,30123,3656,Pennsylvania,987
20040,Maryland,2015,5934005,5076791,638788,168894,49532,Pennsylvania,14928
20041,Massachusetts,2015,6725678,5893936,634359,132642,64741,Pennsylvania,7538
20042,Michigan,2015,9811416,8394658,1229302,142639,44817,Pennsylvania,5737
20043,Minnesota,2015,5419822,4618325,661383,108476,31638,Pennsylvania,662
20044,Mississippi,2015,2959289,2554660,327854,69351,7424,Pennsylvania,360
20045,Missouri,2015,6015580,5056661,777061,159152,22706,Pennsylvania,1901
20046,Montana,2015,1019646,855861,118200,42760,2825,Pennsylvania,143
20047,Nebraska,2015,1869217,1570592,236217,52950,9458,Pennsylvania,692
20048,Nevada,2015,2859489,2291842,413831,135999,17817,Pennsylvania,2102
20049,New Hampshire,2015,1318121,1134482,122442,53446,7751,Pennsylvania,1259
20050,New Jersey,2015,8854363,7987859,656570,144074,65860,Pennsylvania,23371
20051,New Mexico,2015,2060441,1767704,228103,55753,8881,Pennsylvania,473
20052,New York,2015,19570171,17506652,1653268,257611,152640,Pennsylvania,25385
20053,North Carolina,2015,9927547,8376304,1194157,310612,46474,Pennsylvania,12979
20054,North Dakota,2015,745291,608377,90498,42618,3798,Pennsylvania,24
20055,Ohio,2015,11482142,9719944,1508889,203475,49834,Pennsylvania,15932
20056,Oklahoma,2015,3864908,3202689,532976,110878,18365,Pennsylvania,770
20057,Oregon,2015,3985712,3277453,544776,141162,22321,Pennsylvania,2018
20058,Pennsylvania,2015,12662192,11109753,1258572,232683,61184,Pennsylvania,0
20059,Rhode Island,2015,1045062,901338,97722,38344,7658,Pennsylvania,1040
20060,South Carolina,2015,4839984,4106166,543488,170366,19964,Pennsylvania,9489
20061,South Dakota,2015,848285,702122,116343,26962,2858,Pennsylvania,84
20062,Tennessee,2015,6522259,5535963,766524,195923,23849,Pennsylvania,2472
20063,Texas,2015,27092848,22723345,3594282,553032,222189,Pennsylvania,12984
20064,Utah,2015,2947423,2435722,390649,97361,23691,Pennsylvania,2710
20065,Vermont,2015,619952,532319,62067,21232,4334,Pennsylvania,327
20066,Virginia,2015,8283737,6952362,983569,277715,70091,Pennsylvania,13379
20067,Washington,2015,7089143,5778806,1017221,230907,62209,Pennsylvania,2857
20068,West Virginia,2015,1823753,1610407,167631,42078,3637,Pennsylvania,3925
20069,Wisconsin,2015,5708201,4891636,690306,106511,19748,Pennsylvania,1660
20070,Wyoming,2015,579102,474927,65384,35947,2844,Pennsylvania,15
20071,Puerto Rico,2015,3443445,3193423,219833,24762,5427,Pennsylvania,1476
20072,Alabama,2016,4810126,4141850,529994,122220,16062,Pennsylvania,1008
20073,Alaska,2016,731760,593897,100004,31300,6559,Pennsylvania,574
20074,Arizona,2016,6851836,5586753,938077,273257,53749,Pennsylvania,4651
20075,Arkansas,2016,2949650,2484705,384811,71083,9051,Pennsylvania,1146
20076,California,2016,38783436,33594813,4337251,514758,336614,Pennsylvania,13090
20077,Colorado,2016,5476928,4466067,754712,223260,32889,Pennsylvania,4586
20078,Connecticut,2016,3541758,3116440,323316,75586,26416,Pennsylvania,3427
20079,Delaware,2016,942073,817779,85147,33400,5747,Pennsylvania,10139
20080,District of Columbia ,2016,672022,538547,64166,58154,11155,Pennsylvania,2468
20081,Florida,2016,20401575,17176492,2387227,605018,232838,Pennsylvania,30258
20082,Georgia,2016,10179860,8514847,1290632,305040,69341,Pennsylvania,8370
20083,Hawaii,2016,1410258,1217704,117894,57229,17431,Pennsylvania,836
20084,Idaho,2016,1663756,1369449,214222,71556,8529,Pennsylvania,1062
20085,Illinois,2016,12654142,10996695,1387848,203713,65886,Pennsylvania,3809
20086,Indiana,2016,6554084,5580090,801425,145782,26787,Pennsylvania,2165
20087,Iowa,2016,3097283,2622577,383520,78263,12923,Pennsylvania,710
20088,Kansas,2016,2870529,2394351,369971,88830,17377,Pennsylvania,465
20089,Kentucky,2016,4385213,3698797,553718,113238,19460,Pennsylvania,2084
20090,Louisiana,2016,4622042,3994321,526380,85371,15970,Pennsylvania,965
20091,Maine,2016,1319292,1146220,129892,38590,4590,Pennsylvania,986
20092,Maryland,2016,5949566,5140378,606423,158647,44118,Pennsylvania,13462
20093,Massachusetts,2016,6745441,5866016,657022,149408,72995,Pennsylvania,7188
20094,Michigan,2016,9813772,8362412,1240633,155874,54853,Pennsylvania,3144
20095,Minnesota,2016,5455904,4669227,645164,111307,30206,Pennsylvania,1180
20096,Mississippi,2016,2951081,2556013,324577,64639,5852,Pennsylvania,737
20097,Missouri,2016,6022165,5078669,758791,162809,21896,Pennsylvania,3053
20098,Montana,2016,1032794,863174,128300,37775,3545,Pennsylvania,428
20099,Nebraska,2016,1882987,1573126,248118,51448,10295,Pennsylvania,483
20100,Nevada,2016,2907243,2400809,374058,117899,14477,Pennsylvania,1016
20101,New Hampshire,2016,1322101,1122068,140603,52457,6973,Pennsylvania,1799
20102,New Jersey,2016,8852286,7934689,703637,144359,69601,Pennsylvania,23566
20103,New Mexico,2016,2057857,1768040,214411,64802,10604,Pennsylvania,1748
20104,New York,2016,19526443,17465164,1634487,260723,166069,Pennsylvania,22933
20105,North Carolina,2016,10032407,8460264,1190972,330896,50275,Pennsylvania,13506
20106,North Dakota,2016,746271,620891,91010,29655,4715,Pennsylvania,28
20107,Ohio,2016,11481752,9755589,1482286,195396,48481,Pennsylvania,14425
20108,Oklahoma,2016,3873232,3225478,530770,102000,14984,Pennsylvania,1405
20109,Oregon,2016,4052221,3307805,577950,139334,27132,Pennsylvania,1958
20110,Pennsylvania,2016,12645493,11016361,1308271,252060,68801,Pennsylvania,0
20111,Rhode Island,2016,1045691,898574,106725,32800,7592,Pennsylvania,900
20112,South Carolina,2016,4903788,4176954,542415,165230,19189,Pennsylvania,7865
20113,South Dakota,2016,853832,720262,97747,31789,4034,Pennsylvania,147
20114,Tennessee,2016,6580953,5644022,742615,170867,23449,Pennsylvania,2723
20115,Texas,2016,27472626,23105984,3599897,531996,234749,Pennsylvania,11769
20116,Utah,2016,3002244,2474308,396018,107083,24835,Pennsylvania,1992
20117,Vermont,2016,619387,535268,60744,21262,2113,Pennsylvania,1449
20118,Virginia,2016,8312297,7008805,961003,264164,78325,Pennsylvania,14122
20119,Washington,2016,7202119,5924723,958326,257728,61342,Pennsylvania,1556
20120,West Virginia,2016,1810709,1582818,176953,47196,3742,Pennsylvania,6226
20121,Wisconsin,2016,5712104,4876817,696530,118814,19943,Pennsylvania,1525
20122,Wyoming,2016,577567,472996,75995,26471,2105,Pennsylvania,2660
20123,Puerto Rico,2016,3384760,3143116,216969,21196,3479,Pennsylvania,3296
20124,Alabama,2017,4819343,4158224,535649,111803,13667,Pennsylvania,1595
20125,Alaska,2017,730874,595804,98168,30199,6703,Pennsylvania,274
20126,Arizona,2017,6935358,5717189,911120,261727,45322,Pennsylvania,6332
20127,Arkansas,2017,2968395,2509717,370309,79411,8958,Pennsylvania,2639
20128,California,2017,39085984,34009331,4234770,523131,318752,Pennsylvania,16141
20129,Colorado,2017,5542282,4546729,734182,226933,34438,Pennsylvania,4840
20130,Connecticut,2017,3556297,3136666,311726,83325,24580,Pennsylvania,3263
20131,Delaware,2017,952449,830905,78998,38532,4014,Pennsylvania,11035
20132,District of Columbia ,2017,684810,554225,64013,56231,10341,Pennsylvania,1824
20133,Florida,2017,20772371,17554348,2402381,566476,249166,Pennsylvania,28507
20134,Georgia,2017,10299497,8760762,1202587,278889,57259,Pennsylvania,5967
20135,Hawaii,2017,1410750,1231340,115683,46457,17270,Pennsylvania,1218
20136,Idaho,2017,1694182,1405344,210310,71899,6629,Pennsylvania,582
20137,Illinois,2017,12659328,11026895,1365922,195092,71419,Pennsylvania,3090
20138,Indiana,2017,6591598,5633171,792487,142290,23650,Pennsylvania,1341
20139,Iowa,2017,3106880,2654666,362905,77072,12237,Pennsylvania,1418
20140,Kansas,2017,2876925,2413141,366147,86154,11483,Pennsylvania,674
20141,Kentucky,2017,4404279,3721100,563721,103985,15473,Pennsylvania,1543
20142,Louisiana,2017,4629962,4030674,513676,72836,12776,Pennsylvania,883
20143,Maine,2017,1322591,1140136,144186,34252,4017,Pennsylvania,1629
20144,Maryland,2017,5988007,5168350,605885,165654,48118,Pennsylvania,12297
20145,Massachusetts,2017,6789798,5888011,677835,146299,77653,Pennsylvania,5212
20146,Michigan,2017,9851330,8450559,1203536,148787,48448,Pennsylvania,3398
20147,Minnesota,2017,5510902,4728748,643272,115623,23259,Pennsylvania,1249
20148,Mississippi,2017,2946971,2553271,313673,73549,6478,Pennsylvania,682
20149,Missouri,2017,6039877,5108238,742205,164957,24477,Pennsylvania,2590
20150,Montana,2017,1039170,883342,116400,35456,3972,Pennsylvania,382
20151,Nebraska,2017,1894217,1586729,243792,52507,11189,Pennsylvania,364
20152,Nevada,2017,2963456,2430163,383067,133074,17152,Pennsylvania,1758
20153,New Hampshire,2017,1330742,1134244,137212,52893,6393,Pennsylvania,1867
20154,New Jersey,2017,8910191,7968039,710807,152106,79239,Pennsylvania,22129
20155,New Mexico,2017,2062628,1801560,193225,57255,10588,Pennsylvania,412
20156,New York,2017,19638923,17553033,1655152,285252,145486,Pennsylvania,25006
20157,North Carolina,2017,10158556,8649400,1139260,313834,56062,Pennsylvania,12542
20158,North Dakota,2017,744641,609017,92436,37315,5873,Pennsylvania,1070
20159,Ohio,2017,11520109,9822847,1452745,198929,45588,Pennsylvania,15666
20160,Oklahoma,2017,3875922,3216306,542724,101961,14931,Pennsylvania,611
20161,Oregon,2017,4102048,3405784,520747,149513,26004,Pennsylvania,1138
20162,Pennsylvania,2017,12674642,11072942,1292389,250120,59191,Pennsylvania,0
20163,Rhode Island,2017,1048549,922210,83440,36850,6049,Pennsylvania,497
20164,South Carolina,2017,4966211,4248517,531315,166573,19806,Pennsylvania,6964
20165,South Dakota,2017,856726,723740,99781,26106,7099,Pennsylvania,34
20166,Tennessee,2017,6642072,5675990,748912,191909,25261,Pennsylvania,4677
20167,Texas,2017,27924632,23534387,3643333,524511,222401,Pennsylvania,12684
20168,Utah,2017,3056193,2532858,398606,99584,25145,Pennsylvania,987
20169,Vermont,2017,619089,536390,57588,21868,3243,Pennsylvania,483
20170,Virginia,2017,8372522,7089782,958267,250490,73983,Pennsylvania,13350
20171,Washington,2017,7318811,6016482,978057,260787,63485,Pennsylvania,4611
20172,West Virginia,2017,1798306,1589833,165375,40007,3091,Pennsylvania,4945
20173,Wisconsin,2017,5731549,4908638,687285,112519,23107,Pennsylvania,2136
20174,Wyoming,2017,573483,481231,71338,18511,2403,Pennsylvania,98
20175,Puerto Rico,2017,3313519,3101332,189034,20167,2986,Pennsylvania,1943
20176,Alabama,2018,4832358,4173026,534914,109301,15117,Pennsylvania,1771
20177,Alaska,2018,727164,608707,81229,32099,5129,Pennsylvania,111
20178,Arizona,2018,7090137,5887700,888452,273714,40271,Pennsylvania,3692
20179,Arkansas,2018,2975961,2539294,354774,73179,8714,Pennsylvania,860
20180,California,2018,39114889,34232867,4092388,501023,288611,Pennsylvania,11848
20181,Colorado,2018,5633029,4626834,728730,239153,38312,Pennsylvania,4701
20182,Connecticut,2018,3538203,3102312,320248,84718,30925,Pennsylvania,3446
20183,Delaware,2018,958770,853523,67984,34451,2812,Pennsylvania,9991
20184,District of Columbia ,2018,693798,568201,68603,47555,9439,Pennsylvania,1617
20185,Florida,2018,21092877,17863603,2420485,587261,221528,Pennsylvania,31712
20186,Georgia,2018,10410462,8909803,1174523,274273,51863,Pennsylvania,4527
20187,Hawaii,2018,1403653,1211015,125172,54074,13392,Pennsylvania,580
20188,Idaho,2018,1734756,1438727,209540,79765,6724,Pennsylvania,937
20189,Illinois,2018,12599244,11029483,1295596,206620,67545,Pennsylvania,5261
20190,Indiana,2018,6612948,5614432,821113,145256,32147,Pennsylvania,2764
20191,Iowa,2018,3119306,2662849,371285,74199,10973,Pennsylvania,367
20192,Kansas,2018,2874208,2392841,371025,95748,14594,Pennsylvania,967
20193,Kentucky,2018,4414714,3744188,547535,110456,12535,Pennsylvania,1908
20194,Louisiana,2018,4603081,4033845,474843,81355,13038,Pennsylvania,687
20195,Maine,2018,1324095,1143612,142453,34706,3324,Pennsylvania,1393
20196,Maryland,2018,5974521,5133916,630955,163216,46434,Pennsylvania,12461
20197,Massachusetts,2018,6834364,5970065,653940,144042,66317,Pennsylvania,6014
20198,Michigan,2018,9891083,8562101,1144840,139276,44866,Pennsylvania,4263
20199,Minnesota,2018,5543490,4781432,635928,100270,25860,Pennsylvania,1282
20200,Mississippi,2018,2955717,2582347,297788,68000,7582,Pennsylvania,1071
20201,Missouri,2018,6053109,5161553,720626,152326,18604,Pennsylvania,1605
20202,Montana,2018,1051757,891554,113693,43375,3135,Pennsylvania,271
20203,Nebraska,2018,1905843,1602056,239853,54579,9355,Pennsylvania,285
20204,Nevada,2018,3003761,2495398,366629,127362,14372,Pennsylvania,1559
20205,New Hampshire,2018,1344750,1170412,119936,48367,6035,Pennsylvania,1585
20206,New Jersey,2018,8815804,7870909,722620,159846,62429,Pennsylvania,24132
20207,New Mexico,2018,2072546,1797834,204099,60068,10545,Pennsylvania,1086
20208,New York,2018,19329704,17327068,1614505,254447,133684,Pennsylvania,19339
20209,North Carolina,2018,10274540,8723401,1178884,318681,53574,Pennsylvania,12058
20210,North Dakota,2018,749825,623183,89228,33735,3679,Pennsylvania,733
20211,Ohio,2018,11555163,9892715,1426959,198026,37463,Pennsylvania,16881
20212,Oklahoma,2018,3895983,3226343,548493,106943,14204,Pennsylvania,941
20213,Oregon,2018,4152756,3438653,554097,140627,19379,Pennsylvania,1107
